Row Labels,Sum of critical + direct,entity_type
DESIREE BOGAN LEE BOGAN,0.0,PERSON
Diane Schieni,0.0,PERSON
Devin Jones,0.0,PERSON
Charles Spires Irma Jean Spires,0.0,PERSON
Devon & Silvia Beechy,0.0,PERSON
Daniel Kemp,0.0,PERSON
Devon L Yoder,0.0,PERSON
Cheryl K Sinks,0.0,PERSON
Devon Schlabach,0.0,PERSON
Daniel Kuehne,0.0,PERSON
Devon Stutzman,0.0,PERSON
Daniel Kurtz,0.0,PERSON
Devonna Francis,0.0,PERSON
Daniel L Hostetler,0.0,PERSON
DEWAYNE MISHLER,0.0,PERSON
DANIEL LAMBRIGHT,0.0,PERSON
Daniel Lapp,0.0,PERSON
Dewayne Yoder,0.0,PERSON
Charlene Fischer,0.0,PERSON
Daniel Gingerich,0.0,PERSON
DIANA BONI,0.0,PERSON
Daniel Graber,0.0,PERSON
Diana Jones,0.0,PERSON
Diane Huseman,0.0,PERSON
Daniel H Lambright,0.0,PERSON
DIANE SANDS,0.0,PERSON
Daniel Hochstetler,0.0,PERSON
DIANE SHORTT,0.0,PERSON
DANIEL K. GRABER ANNA MAE GRABER,0.0,PERSON
Daniel Kauffman,0.0,PERSON
Diane Workman,0.0,PERSON
Daniel D Miller,0.0,PERSON
Dianna Harp,0.0,PERSON
Daniel D Troyer,0.0,PERSON
Dick Fowlkes,0.0,PERSON
Daniel D Yoder,0.0,PERSON
DIXIE SINGLETON,0.0,PERSON
Daniel Eash,0.0,PERSON
DANIEL F STOLTZFUS,0.0,PERSON
ADAM YODER,0.0,PERSON
BOB MEHMERT,0.0,PERSON
Bettie Davis,0.0,PERSON
ADEN  YODER,0.0,PERSON
Aden A Yoder,0.0,PERSON
BEN  TROYER,0.0,PERSON
A G Beukelman,0.0,PERSON
Bill and Theckla Triplett,0.0,PERSON
Aden D Schlabach,0.0,PERSON
ABNER SCHMUCKER RACHEL SCHMUCKER,0.0,PERSON
Aden Schlabach,0.0,PERSON
Cantrell Cuties Kennel,0.0,PERSON
A.K. SHEPHERD,0.0,PERSON
Barbi Akers,0.0,PERSON
Benjamin S Miller,0.0,PERSON
BETTY WHITEAKER STEVEN WHITEAKER,0.0,PERSON
Adrian Addae,0.0,PERSON
ADRIAN BURKHOLDER,0.0,PERSON
Boris Petkov,0.0,PERSON
Adrian Graber,0.0,PERSON
Brian Felton,0.0,PERSON
Adrian Helmuth,0.0,PERSON
Aden  Raber,0.0,PERSON
Adrian Martin,0.0,PERSON
CAROL BEYER,0.0,PERSON
ADRIAN RABER,0.0,PERSON
BARBARA MULLINAX,0.0,PERSON
ADRIAN TROYER,0.0,PERSON
BECKY KURTENBACH,0.0,PERSON
Adrianna Johnson,0.0,PERSON
BEN YODER EDITH YODER,0.0,PERSON
AIMEE COOK,0.0,PERSON
Bernita Berntsen Carleen Berntsen,0.0,PERSON
AL BUSEMAN,0.0,PERSON
Betty Hiatt,0.0,PERSON
ALAN FARMWALD,0.0,PERSON
BEVERLY KUHLMAN,0.0,PERSON
Alan Hindal,0.0,PERSON
BILLIE JACKSON,0.0,PERSON
Alan Packer,0.0,PERSON
Alan Pischel,0.0,PERSON
ALAN RABER,0.0,PERSON
Brandy Hough,0.0,PERSON
Alanda and Chad Koenen,0.0,PERSON
BRENDA SHERMAN,0.0,PERSON
Alanda Koenen,0.0,PERSON
BRIDGET MARIE OPPERMAN,0.0,PERSON
ALBERT ERB,0.0,PERSON
Bryce Millikan,0.0,PERSON
Albert Hostetler,0.0,PERSON
CALVIN KROGER,0.0,PERSON
Albert J Troyer,0.0,PERSON
Abram and Elsa Martin,0.0,PERSON
Albert Lee,0.0,PERSON
Carol Stanford,0.0,PERSON
Albert M Miller,0.0,PERSON
BARBARA HEARNE SONNY HEARNE,0.0,PERSON
Albert Mast,0.0,PERSON
Barbara Poor,0.0,PERSON
Albert Miller,0.0,PERSON
Beckie Dugger,0.0,PERSON
ALBERT STUTZMAN,0.0,PERSON
Albert Troyer,0.0,PERSON
Ben H Graber,0.0,PERSON
Benjamin DE Schwartz,0.0,PERSON
Alec Mehmert,0.0,PERSON
Benuel Stoltzfus,0.0,PERSON
Aleica Davis,0.0,PERSON
ABE YODER,0.0,PERSON
Alejandra Perdomo,0.0,PERSON
Alex De Jager,0.0,PERSON
Betty Meeks,0.0,PERSON
ALEX IDEN,0.0,PERSON
Beverly Fox,0.0,PERSON
Alice Ketchum,0.0,PERSON
Alice Mahurin,0.0,PERSON
Bill Nored,0.0,PERSON
Alice Shaffer,0.0,PERSON
BILLY KING,0.0,PERSON
Alisa Breedlove,0.0,PERSON
BLAKE BERTRAND CELINA BERTRAND,0.0,PERSON
ALISON HAWKINS,0.0,PERSON
Allan & Ivan Helmuth,0.0,PERSON
Bobby and Lori Schroeder,0.0,PERSON
Allan E Lengacher,0.0,PERSON
Bonnie Palmer,0.0,PERSON
Allan Miller,0.0,PERSON
Bradley Anderson,0.0,PERSON
Allan Schmucker,0.0,PERSON
Allen & Jeni Lorton,0.0,PERSON
BRENDA OLDFIELD RANDY OLDFIELD,0.0,PERSON
Allen and Dianne Feenstra,0.0,PERSON
Brenda White,0.0,PERSON
Allen Beukelman,0.0,PERSON
ABRAHAM BORNTREGER,0.0,PERSON
Allen F Bontrager,0.0,PERSON
Brittany Baker,0.0,PERSON
Allen J Yoder,0.0,PERSON
Bryan & Paula Unger,0.0,PERSON
Allen J. Yoder,0.0,PERSON
Butch Olseth,0.0,PERSON
C Dale Lovland Janet Lovland,0.0,PERSON
CALEB SCHROCK KEVIN SCHROCK,0.0,PERSON
Calvin & Amy Zimmerman,0.0,PERSON
Allen Koedam Wanda Koedam,0.0,PERSON
Candace Longan,0.0,PERSON
Allen L Mullet,0.0,PERSON
Cara Borin John Moore,0.0,PERSON
ALLEN MILLER,0.0,PERSON
CARLA SULLIVAN,0.0,PERSON
ALLEN MILLER MARLENE MILLER,0.0,PERSON
Carol Johnson,0.0,PERSON
Allen N Reiff,0.0,PERSON
ADAM KNEPP,0.0,PERSON
Allen Nolt,0.0,PERSON
Barbara Gilbertson Laurel Gilbertson,0.0,PERSON
BARBARA HUBNER LORIE HUNT-HEATON,0.0,PERSON
Allen Stutzman,0.0,PERSON
BARBARA NEUBERT,0.0,PERSON
Allen Wengerd,0.0,PERSON
Barbara Simmons,0.0,PERSON
ALLEN YODER,0.0,PERSON
Beatrice Birchfield,0.0,PERSON
AARON  GRABER,0.0,PERSON
Becky Flanders and Alicia Neal,0.0,PERSON
Allison Hollow Kennel,0.0,PERSON
Becky Wallin,0.0,PERSON
ALLISON STEPHENSON EMILY SKINNER,0.0,PERSON
Belinda Willett,0.0,PERSON
Ben Beiler,0.0,PERSON
Alta Henson,0.0,PERSON
Ben Troyer Emma Troyer,0.0,PERSON
Alta Madewell,0.0,PERSON
Benita Boyd,0.0,PERSON
ALTA Z. MARTIN,0.0,PERSON
Benjamin Lambright,0.0,PERSON
Aaron A Miller,0.0,PERSON
Bennie Redmond,0.0,PERSON
Alvin Borntrager,0.0,PERSON
Alvin Brenneman,0.0,PERSON
Bert Miller,0.0,PERSON
Alvin F Bontrager,0.0,PERSON
BETSY  FISHER AMOS FISHER,0.0,PERSON
Aaron B Martin,0.0,PERSON
Betty Bratcher,0.0,PERSON
ALVIN MULLETT,0.0,PERSON
ALVIN NOLT,0.0,PERSON
ABNER ALLGYER,0.0,PERSON
ALVIN SHIRK,0.0,PERSON
Betty Tash,0.0,PERSON
Alvin Stoltzfus,0.0,PERSON
Betty York,0.0,PERSON
ALVIN WAGLER,0.0,PERSON
ALVIN YODER ROSA  YODER,0.0,PERSON
Aaron Beachy,0.0,PERSON
ALYSSA MILLER,0.0,PERSON
Bill Harvill,0.0,PERSON
Amanda Clinkenbeard,0.0,PERSON
BILLIE ANNE WILLIAMS,0.0,PERSON
AMANDA CRESS,0.0,PERSON
Billy Herrera,0.0,PERSON
Amanda Eicher Rhoda Graber Aimee Graber,0.0,PERSON
Amanda Kelley,0.0,PERSON
Amanda Kincaid,0.0,PERSON
Amanda Rodgers,0.0,PERSON
Amanda Rogers,0.0,PERSON
Bob Eades,0.0,PERSON
Amanda Thompson,0.0,PERSON
BOBBI HILL,0.0,PERSON
Amanda Tucker,0.0,PERSON
Bobby Schmitt Peggy Schmitt,0.0,PERSON
Amber Mckeever,0.0,PERSON
Bonnie Kesler,0.0,PERSON
Amber Rozeboom Nolan Rozeboom,0.0,PERSON
Bonnie Versteeg,0.0,PERSON
Ammon Burkholder,0.0,PERSON
Boyce Eagon Shawn Evans,0.0,PERSON
Ammon J Miller,0.0,PERSON
ABNER RENNO MARY RENNO,0.0,PERSON
Ammon J Yoder,0.0,PERSON
BRANT MASNER NELDA MASNER,0.0,PERSON
AMMON MARTIN,0.0,PERSON
BRENDA ANTLE,0.0,PERSON
Ammon O Zimmerman,0.0,PERSON
BRENDA JONES,0.0,PERSON
Ammon R Martin,0.0,PERSON
Brenda Ponting,0.0,PERSON
Ammon Swartzentruber,0.0,PERSON
Brenda Tisdale,0.0,PERSON
Ammon Yoder,0.0,PERSON
Brett Bonham,0.0,PERSON
Ammon Zimmerman,0.0,PERSON
Abraham & Katie Hershberger,0.0,PERSON
AMOS  BEILER JR,0.0,PERSON
Brian Scott Griggs,0.0,PERSON
AARON BORNTREGER,0.0,PERSON
Brindis Cal Lahera,0.0,PERSON
Amos and Rebecca King,0.0,PERSON
Brittney Middleton Elvis Middleton,0.0,PERSON
AMOS BEILER,0.0,PERSON
Bryan White,0.0,PERSON
AMOS GRABER,0.0,PERSON
Amos Hilty Ruth Ann Hilty,0.0,PERSON
Amos J Schmucker,0.0,PERSON
Caleb McCrorey,0.0,PERSON
Amos J. Yoder,0.0,PERSON
Amos Jay Petersheim,0.0,PERSON
Calvin Cantrell,0.0,PERSON
Amos King,0.0,PERSON
Camille Bagley,0.0,PERSON
Amos Lambright,0.0,PERSON
Candy Fields,0.0,PERSON
Amos M Yoder,0.0,PERSON
ABRAHAM KAUFFMAN,0.0,PERSON
Amos Miller,0.0,PERSON
CARL ZIMMERMAN,0.0,PERSON
AMOS SCHWARTZ,0.0,PERSON
Carla Pederson,0.0,PERSON
Amos Stoltzfus,0.0,PERSON
Carlos Brannon,0.0,PERSON
Amos Stoltzfus Jacob Stoltzfus,0.0,PERSON
Carol Hays,0.0,PERSON
AMOS YODER,0.0,PERSON
AMOS YODER MARLA YODER,0.0,PERSON
Aaron D Martin,0.0,PERSON
CAROLYN EVERETT,0.0,PERSON
Amy and Royden Graber,0.0,PERSON
Barbara Gilbertson,0.0,PERSON
Amy Demelt,0.0,PERSON
BARBARA GULLETT,0.0,PERSON
AMY GARRETT DARRIN GARRETT,0.0,PERSON
Barbara Hobbs,0.0,PERSON
AMY GLADSTONE,0.0,PERSON
Barbara Lyon,0.0,PERSON
Amy Goedeke,0.0,PERSON
Barbara Netroy,0.0,PERSON
Amy Holtkamp,0.0,PERSON
Barbara Owens,0.0,PERSON
Amy Kramer,0.0,PERSON
"Barbara Ross, Roy Ross",0.0,PERSON
Amy Tilley,0.0,PERSON
Barbara Stubbs,0.0,PERSON
AMY TURPIN,0.0,PERSON
BARRY BRAUCH,0.0,PERSON
Andrea Harding,0.0,PERSON
Andrea Ratterree Dustin Ratterree,0.0,PERSON
Becky Daniels,0.0,PERSON
Andrew Bontrager,0.0,PERSON
ABE RABER,0.0,PERSON
Andrew Borntreger,0.0,PERSON
BECKY WALKOS,0.0,PERSON
ANDREW GARBER,0.0,PERSON
BECKY YOUNGER,0.0,PERSON
Andrew HP Hilty,0.0,PERSON
Belinda Kellenberger,0.0,PERSON
Andrew Lambright,0.0,PERSON
Belinda Willett Jerry Willett,0.0,PERSON
Andrew Miller,0.0,PERSON
Ben & June Paxton,0.0,PERSON
Andrew R Yoder,0.0,PERSON
BEN GRABER SHIRLEY GRABER,0.0,PERSON
ANDREW TROYER,0.0,PERSON
Ben Mullet,0.0,PERSON
Andy A Yoder,0.0,PERSON
Ben Wagler Lucy Wagler,0.0,PERSON
Andy Borntrager Verna Borntrager,0.0,PERSON
Benedict Troyer,0.0,PERSON
Andy C Raber,0.0,PERSON
Benjamin Boyd,0.0,PERSON
Andy D. Yoder,0.0,PERSON
Benjamin L Borntrager,0.0,PERSON
Andy J Raber,0.0,PERSON
Benjamin R Stoltzfus,0.0,PERSON
AARON GRABER,0.0,PERSON
Benjamin Yoder Edith Lorene Yoder,0.0,PERSON
Andy Nisley,0.0,PERSON
Bennie Shrock,0.0,PERSON
Andy R Gingerich,0.0,PERSON
Andy Raber,0.0,PERSON
Bernetta Williams,0.0,PERSON
Andy Schwartz,0.0,PERSON
ANDY WEAVER,0.0,PERSON
Beth Everett,0.0,PERSON
Andy Wilson,0.0,PERSON
BETH SUTTON,0.0,PERSON
Aaron Helmuth,0.0,PERSON
Betsy Conrad,0.0,PERSON
ANDY YODER JR,0.0,PERSON
Angela Fields,0.0,PERSON
BETTY BROWN,0.0,PERSON
Angela Fromm Faust,0.0,PERSON
BETTY COOPER RAY COOPER ROGER COOPER,0.0,PERSON
Angela G Hamby,0.0,PERSON
Aaron Hess,0.0,PERSON
Betty J Mast,0.0,PERSON
Angela Noland,0.0,PERSON
BETTY LU JANSSEN ANTHONY JANSSEN,0.0,PERSON
Angela Stephens,0.0,PERSON
Betty Nelson-Pollock Jean Nelson,0.0,PERSON
Aaron L. Troyer,0.0,PERSON
Betty Vance,0.0,PERSON
ANGELIA KOCHS,0.0,PERSON
Betty Yoder,0.0,PERSON
Angie McDuffee,0.0,PERSON
Beverly Conley Sherri Row,0.0,PERSON
ANGIE THOMPSON,0.0,PERSON
BEVERLY FRANKS ELVIS FRANKS,0.0,PERSON
"Anita Burkholder, Curvin Burkholder",0.0,PERSON
Beverly Hargis,0.0,PERSON
ANITA BURROW,0.0,PERSON
Beverly Nydam,0.0,PERSON
Anita Gustin,0.0,PERSON
Anita Kelly,0.0,PERSON
Bill and Carol Murphy,0.0,PERSON
Ann Allison,0.0,PERSON
Bill File Jodi File,0.0,PERSON
"Ann Lord, Stan Cochran",0.0,PERSON
BILL KINNAMON,0.0,PERSON
Ann Miller,0.0,PERSON
Bill Paulsen Mona Paulsen,0.0,PERSON
Ann Quinn,0.0,PERSON
BILLIE HUGHES CHERYLYNN HUGHES,0.0,PERSON
Anna A. Borntreger,0.0,PERSON
BillieJo Davenport,0.0,PERSON
ANNA BYLER DUANE BYLER STEVEN BYLER RUDY JR BYLER,0.0,PERSON
Billy Joe Toney,0.0,PERSON
Anna Hoover Janet Sloan,0.0,PERSON
ANNA KERNER,0.0,PERSON
Anna Mae Good,0.0,PERSON
BLAINE OLSETH,0.0,PERSON
ANNA MARY REIFF,0.0,PERSON
Blake and Cindy Wellington,0.0,PERSON
Anna Presley Jimmy Don Presley,0.0,PERSON
Anna Ruth Miller,0.0,PERSON
Anna Willis,0.0,PERSON
ANNE INMAN,0.0,PERSON
Bob and Julie Nienke,0.0,PERSON
Annetta Shirk,0.0,PERSON
Annette Davis,0.0,PERSON
"Bob, Dee and Vickie Cassady",0.0,PERSON
Aaron Schlabach,0.0,PERSON
Bobbie M Smith,0.0,PERSON
Annette Moeller,0.0,PERSON
BOBBY OWENS,0.0,PERSON
ANTHONY  MUSSER,0.0,PERSON
Bonnie Boyd,0.0,PERSON
Anthony Denney,0.0,PERSON
BONNIE OLSON,0.0,PERSON
ANTHONY MUSSER,0.0,PERSON
BONNIE SUTTON,0.0,PERSON
Anthony Yoder,0.0,PERSON
AQUILA KENNELS OF MALPAK INC,0.0,PERSON
AQUILLA BLANK LEAH BLANK,0.0,PERSON
Brad E. Grotewold,0.0,PERSON
Bradley Wans Cassandra  Wans,0.0,PERSON
ARBA JETT MIRIAM JETT,0.0,PERSON
Brandon Hough Tina Hough,0.0,PERSON
Arba K. Jett,0.0,PERSON
Brandy Sanders,0.0,PERSON
ARLENE HERSCHBERGER ERNEST HERSCHBERGER,0.0,PERSON
Arlene Koehn,0.0,PERSON
ARLENE REIFF,0.0,PERSON
Brenda Arnett,0.0,PERSON
ARLENE SWARTZENTRUBER ARLYN SWARTZENTRUBER,0.0,PERSON
Brenda Johnson,0.0,PERSON
Arlin Hostetler,0.0,PERSON
Brenda Kellum,0.0,PERSON
Arlin Miller,0.0,PERSON
Brenda Poe,0.0,PERSON
Arminta Hickman,0.0,PERSON
Brenda Rauber,0.0,PERSON
Arnold Bruna Linda Bruna,0.0,PERSON
Brenda Stillwell,0.0,PERSON
Brenda Unger Bryan  Unger,0.0,PERSON
Brenda Willis Rebecca Downen,0.0,PERSON
Arthur B Graber,0.0,PERSON
Brian Davis,0.0,PERSON
Aaron Schwartz,0.0,PERSON
Brian Graber,0.0,PERSON
Arthur Mc Kinney,0.0,PERSON
Brian Kauffman,0.0,PERSON
ARTIC AKITAS,0.0,PERSON
Brian Lutz,0.0,PERSON
Brian Swafford,0.0,PERSON
AARON WINGARD DORETTA WINGARD,0.0,PERSON
ASHLEE MC COY,0.0,PERSON
Brittany  Smith,0.0,PERSON
ATLEE BARKMAN,0.0,PERSON
Brittany Barton,0.0,PERSON
ATLEE J RABER,0.0,PERSON
Brock Scott,0.0,PERSON
Atlee Miller,0.0,PERSON
Atlee Raber,0.0,PERSON
AARON YODER,0.0,PERSON
Bryan Bredemeyer,0.0,PERSON
Atlee Swartzentruber Jr,0.0,PERSON
Bryce Canyon Kennel,0.0,PERSON
ATLEE TROYER,0.0,PERSON
Buck Christoffer Paula Christoffer,0.0,PERSON
Atlee Wengerd,0.0,PERSON
"Aaron, Raymond, and Kathryn Schrock",0.0,PERSON
Audrey Hoover,0.0,PERSON
BYRON BRENGMAN,0.0,PERSON
AUDREY OLSON,0.0,PERSON
Caleb and Dorcas Yoder,0.0,PERSON
AUDREY REBENITSCH,0.0,PERSON
Caleb Ramer Kathleen Ramer,0.0,PERSON
Audrey Rottinghaus,0.0,PERSON
Callie Scheck,0.0,PERSON
Aurelie Morren,0.0,PERSON
Autumn's House of German Shepherds,0.0,PERSON
Calvin & Teresa Good,0.0,PERSON
Avaree Clark,0.0,PERSON
Calvin Kortlever,0.0,PERSON
Carolyn Jurewicz,0.0,PERSON
CALVIN YODER,0.0,PERSON
Carolyn Meridith,0.0,PERSON
Candace and Craig Mayberry,0.0,PERSON
CAROLYN TENNIS,0.0,PERSON
CARRIE JONES,0.0,PERSON
CANDY ROCK KENNEL,0.0,PERSON
Casey Hensley,0.0,PERSON
Cantril Kennels,0.0,PERSON
Cassandra Bryant,0.0,PERSON
CAPTIVA KENNEL L L C,0.0,PERSON
ABE MILLER,0.0,PERSON
Catherine Schafer,0.0,PERSON
Carla Brovont,0.0,PERSON
Catherine Woods,0.0,PERSON
Carla Couchman Jerry Couchman,0.0,PERSON
CATHY PAGE,0.0,PERSON
Carla Sanders & Todd Rounkles,0.0,PERSON
CARLA ZUMBACH GARRY ZUMBACH,0.0,PERSON
Barb Beckmann,0.0,PERSON
Carney,0.0,PERSON
ABE MILLER ALLEN  MILLER,0.0,PERSON
Carol Haley,0.0,PERSON
CAROL J. FAGERLAND,0.0,PERSON
Barbara  Fields,0.0,PERSON
Carol Novak,0.0,PERSON
Barbara Barker,0.0,PERSON
Carol Sifuentes,0.0,PERSON
BARBARA BORNTRAGER,0.0,PERSON
Ada A Hershberger,0.0,PERSON
Barbara Borntreger,0.0,PERSON
CAROL THEISEN JILL PILLOUD,0.0,PERSON
Abe P Miller,0.0,PERSON
Adam Swartzentruber,0.0,PERSON
BARBARA DUKELOW,0.0,PERSON
Carolyn Hadley Philip Hadley,0.0,PERSON
BARBARA DURBIN,0.0,PERSON
BARBARA FORST,0.0,PERSON
Awesome Paws Of Missouri,0.0,PERSON
CAROLYN OWENS,0.0,PERSON
CARRIE AMMANN,0.0,PERSON
B. Kay Whitley,0.0,PERSON
Carrie Sawyer,0.0,PERSON
B.A.R.K. Kennel,0.0,PERSON
Casey Sartor,0.0,PERSON
CATHERINE C. FRANCKA,0.0,PERSON
Catherine Rexwinkle,0.0,PERSON
Catherine Stauffer,0.0,PERSON
Cathie Atchison,0.0,PERSON
Cathy Sanders,0.0,PERSON
